OrderID,OrderDate,Category,Product,Region,Channel,PaymentMethod,Quantity,UnitPrice,DiscountPct,GrossSales,NetSales,Profit
110126,2024-02-05,Electronics,Laptop,West,In-Store,,2,18365.22,10.0,36730.44,33057.4,5867.27
100831,2023-09-03,Beauty,Sunscreen,,In-Store,Net Banking,1,370.58,0.0,370.58,370.58,165.66
100965,2024-07-11,Apparel,Cap,South,Online,Cash,1,1524.19,0.0,1524.19,1524.19,606.17
105587,2023-08-05,Beauty,Sunscreen,West,In-Store,UPI,1,722.33,0.0,722.33,722.33,309.53
106430,2023-08-03,Apparel,Sneakers,North,Online,Cash,1,537.33,5.0,537.33,510.46,197.42
105887,2023-02-21,Groceries,Cooking Oil 1L,North,Marketplace,Credit Card,1,228.37,0.0,228.37,228.37,53.66
106212,2024-06-24,Groceries,Rice 5kg,West,Online,UPI,2,380.91,0.0,761.82,761.82,208.42
106547,2024-05-15,Electronics,Bluetooth Speaker,East,In-Store,Net Banking,1,24859.36,0.0,24859.36,24859.36,10497.21
109560,2023-07-22,Home & Kitchen,Air Purifier,North,In-Store,Credit Card,3,6452.0,0.0,19356.0,19356.0,6336.89
101018,2023-09-08,Apparel,Jacket,West,Online,Credit Card,2,2511.74,0.0,5023.48,5023.48,1981.0
109926,2024-02-08,Home & Kitchen,Vacuum Cleaner,West,Online,UPI,2,10651.11,0.0,21302.22,21302.22,5392.66
110971,2024-11-18,Electronics,Smartphone,East,Online,Net Banking,2,11462.59,0.0,36680.29,36680.29,9983.39
100185,2023-11-27,Apparel,Sneakers,East,In-Store,UPI,1,907.33,0.0,1451.73,1451.73,416.02
111255,2023-10-04,Beauty,Lipstick,East,Online,Net Banking,2,1567.98,0.0,3135.96,3135.96,661.12
101876,2024-08-01,Apparel,Sneakers,East,Online,Debit Card,1,1051.51,0.0,1051.51,1051.51,213.71
109233,2023-10-14,Electronics,Smartphone,East,Online,Cash,3,7737.1,0.0,37138.08,37138.08,8174.57
102321,2023-02-02,Home & Kitchen,Vacuum Cleaner,North,Online,Debit Card,1,6670.71,10.0,6670.71,6003.64,1944.13
105271,2024-01-18,Apparel,T-Shirt,West,Online,UPI,2,2248.89,20.0,4497.78,3598.22,500.34
111943,2023-10-26,Groceries,Tea Box,East,Online,Net Banking,1,334.55,0.0,334.55,334.55,127.01
104603,2023-05-20,Beauty,Face Wash,North,Online,UPI,1,671.71,0.0,873.22,873.22,294.71
109085,2024-07-13,groceries,Tea Box,West,Online,Net Banking,1,693.89,0.0,693.89,693.89,259.69
108172,2023-09-15,Home & Kitchen,Vacuum Cleaner,South,Online,Debit Card,1,9654.35,20.0,9654.35,7723.48,1438.79
103752,2024-02-05,Beauty,Face Wash,South,Online,Debit Card,1,1819.44,5.0,1819.44,1728.47,681.6
111020,2023-04-02,Groceries,Coffee Jar,South,Online,Net Banking,1,404.18,0.0,404.18,404.18,142.09
105359,2023-09-28,Beauty,Lipstick,West,Online,Debit Card,1,1903.65,0.0,1903.65,1903.65,822.9
110605,2023-01-15,Electronics,Smartwatch,West,Online,Cash,1,12884.86,15.0,12884.86,10952.13,704.84
101810,2023-10-28,Beauty,Shampoo,South,In-Store,Cash,3,2142.57,5.0,6427.71,6106.32,1916.02
109277,2024-12-13,Groceries,Rice 5kg,North,In-Store,Debit Card,1,431.6,0.0,431.6,431.6,182.05
107735,2024-01-24,Home & Kitchen,Cookware Set,South,In-Store,Debit Card,1,3596.61,0.0,3596.61,3596.61,1473.87
108631,2023-02-25,Home & Kitchen,Blender,East,In-Store,Debit Card,1,3164.0,5.0,3164.0,3005.8,615.03
102261,2024-02-14, Groceries ,Snack Pack,North,Online,Debit Card,1,168.25,10.0,168.25,151.43,56.58
101797,2024-03-24,Groceries,Coffee Jar,South,Online,Debit Card,1,791.87,10.0,791.87,712.68,225.83
107309,2024-03-19,Groceries,Coffee Jar,North,Online,Debit Card,1,389.23,0.0,389.23,389.23,134.7
101314,2024-06-09,Apparel,T-Shirt,East,Online,Cash,2,308.06,0.0,616.12,616.12,124.82
100796,2023-03-17,Home & Kitchen,Blender,North,In-Store,Credit Card,1,4678.05,5.0,4678.05,4444.15,1707.29
109060,2023-05-02,Electronics,Smartwatch,North,Online,Cash,1,26283.08,10.0,26283.08,23654.77,8666.4
104434,2023-08-09,Groceries,Coffee Jar,North,Online,UPI,1,573.76,10.0,573.76,516.38,161.21
109557,2024-09-19,Electronics,Bluetooth Speaker,East,Online,UPI,1,31560.09,5.0,31560.09,29982.09,9781.65
107743,2023-02-20,Electronics,Headphones,,Marketplace,Debit Card,1,6795.38,0.0,6795.38,6795.38,2965.67
103260,2024-09-15,Electronics,Headphones,South,Online,Net Banking,1,9708.26,0.0,9708.26,9708.26,4203.88
111146,2023-01-29,Home & Kitchen,Table Lamp,North,Online,UPI,2,4906.61,5.0,9813.22,9322.56,2322.14
111120,2024-05-19,Electronics,Smartwatch,East,Online,Debit Card,1,23179.61,0.0,23179.61,23179.61,9040.52
105275,2023-07-27,Home & Kitchen,Blender,South,Online,Net Banking,1,2030.12,0.0,2030.12,2030.12,553.71
105046,2023-11-05,Electronics,Bluetooth Speaker,South,In-Store,Cash,1,30643.94,5.0,49030.3,46578.79,9291.75
106262,2024-04-04,Apparel,Jacket,South,Online,Net Banking,2,1869.89,15.0,3739.78,3178.81,868.13
108161,2023-01-11,Apparel,Cap,,Online,Net Banking,2,3209.73,0.0,6419.46,6419.46,2328.97
103321,2023-01-17,Apparel,Sneakers,West,Online,Cash,4,1142.63,0.0,4570.52,4570.52,1852.9
110667,2024-04-03,Apparel,Jacket,North,Online,Cash,1,2678.57,0.0,2678.57,2678.57,741.44
111416,2023-03-24,Electronics,Headphones,North,Online,,1,11551.65,15.0,11551.65,9818.9,1916.99
104306,2023-02-25,Home & Kitchen,Air Purifier,North,In-Store,Credit Card,3,7401.22,15.0,22203.66,18873.11,6455.96
108813,2023-07-24,Groceries,Coffee Jar,West,Online,Cash,2,207.19,10.0,414.38,372.94,88.86
109643,2023-01-09,Electronics,Smartphone,North,Online,Cash,1,13794.88,0.0,13794.88,13794.88,5979.88
101015,2024-08-13,Apparel,T-Shirt,West,Online,Debit Card,1,2319.15,0.0,2319.15,2319.15,976.43
103652,2023-07-23,Electronics,Smartwatch,East,Online,Net Banking,1,25407.94,0.0,25407.94,25407.94,9974.97
100491,2024-09-10,Home & Kitchen,Vacuum Cleaner,North,In-Store,Credit Card,1,1840.06,10.0,1840.06,1656.05,631.46
104266,2024-03-17,Beauty,Lipstick,North,Online,Net Banking,1,365.52,0.0,365.52,365.52,100.7
102441,2023-03-08,Beauty,Sunscreen,North,Online,Debit Card,2,2273.23,0.0,4546.46,4546.46,2020.96
109471,2024-02-07,Beauty,Shampoo,North,Online,Net Banking,1,183.1,5.0,183.1,173.94,39.37
102053,2023-11-22,Apparel,Cap,East,In-Store,Credit Card,1,1370.43,0.0,2192.69,2192.69,465.15
104456,2024-12-19,Apparel,Cap,East,Online,UPI,1,785.71,0.0,1257.14,1257.14,549.22
102495,2023-06-02,Electronics,Bluetooth Speaker,East,Online,Cash,1,41248.57,0.0,41248.57,41248.57,8363.04
104879,2023-08-18,Groceries,Cooking Oil 1L,South,Marketplace,Net Banking,1,608.99,5.0,608.99,578.54,102.99
109226,2024-11-01,Home & Kitchen,Table Lamp,West,Online,Debit Card,1,11090.22,20.0,11090.22,8872.18,2355.87
111879,2023-04-21,Groceries,Snack Pack,West,Online,UPI,2,180.52,0.0,361.04,361.04,141.61
109933,2024-06-13,Electronics,Smartphone,West,Online,Net Banking,2,2129.57,20.0,4259.14,3407.31,87.39
102466,2024-09-29,Groceries,Coffee Jar,East,In-Store,Credit Card,1,857.63,0.0,857.63,857.63,324.72
107406,2024-11-06,Groceries,Coffee Jar,West,Online,Debit Card,1,642.72,0.0,642.72,642.72,232.48
102933,2024-06-13,Electronics,Bluetooth Speaker,East,Online,Credit Card,2,44808.8,0.0,89617.6,89617.6,37381.89
100804,2023-12-01,Electronics,Headphones,North,Online,Net Banking,2,38357.62,0.0,122744.38,122744.38,53759.19
103303,2023-02-18, Electronics ,Smartwatch,South,Marketplace,Debit Card,2,18747.66,0.0,37495.32,37495.32,7562.05
110874,2023-08-08,Electronics,Laptop,South,Online,Cash,1,911.79,15.0,911.79,775.02,271.82
108216,2024-06-20,Home & Kitchen,Table Lamp,West,In-Store,Credit Card,1,10459.84,0.0,10459.84,10459.84,3919.48
102821,2023-06-08,Electronics,Laptop,East,Marketplace,Credit Card,1,32806.64,0.0,32806.64,32806.64,11018.38
106563,2024-02-19,Groceries,Coffee Jar,West,Online,UPI,1,202.89,0.0,202.89,202.89,79.45
102199,2024-11-24,Home & Kitchen,Cookware Set,North,Online,Debit Card,1,11299.51,10.0,11299.51,10169.56,1797.32
102906,2023-10-14,Home & Kitchen,Cookware Set,West,Online,Cash,1,5669.85,5.0,5669.85,5386.36,1199.58
101841,2023-10-21,Groceries,Tea Box,East,In-Store,Net Banking,1,878.58,10.0,878.58,790.72,290.44
107026,2023-04-21,Groceries,Cooking Oil 1L,South,Online,Credit Card,2,97.9,15.0,195.8,166.43,49.25
101899,2024-03-15,Groceries,Tea Box,East,Online,UPI,1,444.0,20.0,444.0,355.2,29.52
107542,2024-03-08,Home & Kitchen,Blender,South,In-Store,Cash,2,9011.51,25.0,18023.02,13517.26,187.01
111724,2023-10-14,Home & Kitchen,Vacuum Cleaner,South,Online,Credit Card,1,10249.81,0.0,10249.81,10249.81,4031.71
104015,2023-11-11,beauty,Lipstick,North,Online,Credit Card,4,686.12,15.0,2744.48,2332.81,446.99
107602,2023-11-27,Home & Kitchen,Cookware Set,South,Online,Debit Card,4,4128.29,0.0,16513.16,16513.16,5832.95
105756,2024-10-22,Beauty,Perfume,East,Online,Credit Card,1,249.77,0.0,249.77,249.77,102.34
111870,2023-05-18,Groceries,Coffee Jar,South,Online,UPI,2,886.55,15.0,1773.1,1507.13,221.63
100710,2023-09-24,Home & Kitchen,Cookware Set,North,Online,Debit Card,1,2065.29,5.0,2065.29,1962.03,689.44
105030,2023-12-17,Groceries,Snack Pack,South,In-Store,Debit Card,1,163.7,0.0,163.7,163.7,61.28
109389,2024-01-25,Electronics,Laptop,North,In-Store,Cash,1,28110.56,5.0,28110.56,26705.03,5480.92
105827,2024-06-22,Home & Kitchen,Vacuum Cleaner,South,In-Store,Credit Card,1,4751.8,0.0,4751.8,4751.8,950.58
103541,2024-01-07,Apparel,Sneakers,North,Online,Cash,1,2154.23,0.0,2154.23,2154.23,937.49
109878,2023-10-01,Home & Kitchen,Cookware Set,North,In-Store,UPI,1,5184.02,0.0,5184.02,5184.02,1339.65
104047,2023-11-01,Home & Kitchen,Vacuum Cleaner,South,In-Store,Net Banking,2,8779.39,0.0,17558.78,17558.78,6763.64
102429,2024-01-06,Apparel,Cap,South,Marketplace,Net Banking,1,2627.71,0.0,2627.71,2627.71,568.18
106172,2024-12-19,Electronics,Headphones,North,Online,UPI,1,14104.66,0.0,22567.46,22567.46,5149.43
111338,2024-07-19,Beauty,Lipstick,West,In-Store,Net Banking,1,2237.36,0.0,2237.36,2237.36,541.32
103774,2023-07-08,Groceries,Rice 5kg,East,In-Store,Credit Card,1,182.98,5.0,182.98,173.83,69.71
103792,2023-08-30,Apparel,T-Shirt,South,Online,Debit Card,1,423.16,0.0,423.16,423.16,128.41
102661,2024-05-13,Electronics,Smartwatch,East,Online,Credit Card,2,21224.98,0.0,42449.96,42449.96,11384.39
104154,2023-11-13,Apparel,Jeans,South,Online,Cash,1,2236.14,5.0,3577.82,3398.93,853.25
108991,2024-07-13,Electronics,Bluetooth Speaker,South,Online,Cash,2,31528.66,0.0,63057.32,63057.32,24190.98
102417,2024-10-07,Beauty,Face Wash,South,Online,Cash,1,2017.65,10.0,2017.65,1815.88,296.48
110206,2023-03-05,Groceries,Coffee Jar,North,Online,Credit Card,1,126.44,0.0,126.44,126.44,55.34
103352,2024-11-07,home & kitchen,Cookware Set,North,Marketplace,Debit Card,2,6539.09,15.0,13078.18,11116.45,2675.55
102174,2024-01-17,Apparel,Jacket,North,Online,Debit Card,1,3035.67,10.0,3035.67,2732.1,852.29
107830,2024-09-16,Home & Kitchen,Vacuum Cleaner,East,In-Store,Cash,4,6085.45,0.0,24341.8,24341.8,10208.09
111810,2023-08-01,Beauty,Shampoo,South,In-Store,Credit Card,4,1497.49,5.0,5989.96,5690.46,1658.48
111792,2023-07-18,Electronics,Smartphone,West,Marketplace,Cash,3,17499.42,5.0,52498.26,49873.35,16183.48
109992,2023-03-26,Groceries,Rice 5kg,West,Online,Credit Card,1,184.57,0.0,184.57,184.57,64.09
105161,2023-04-02,Electronics,Headphones,West,Online,Cash,1,23916.85,5.0,23916.85,22721.01,5423.8
103640,2023-09-02,Apparel,Jacket,North,Online,Net Banking,1,3060.18,0.0,3060.18,3060.18,1095.44
105429,2024-11-15,Groceries,Snack Pack,South,Online,Credit Card,3,458.97,0.0,1376.91,1376.91,421.54
111977,2024-01-10,Electronics,Smartwatch,East,Online,Credit Card,1,30436.08,0.0,30436.08,30436.08,6579.13
104472,2024-09-12,Electronics,Bluetooth Speaker,North,In-Store,Cash,1,43198.53,0.0,43198.53,43198.53,16446.94
111928,2023-04-14,Groceries,Cooking Oil 1L,North,In-Store,UPI,1,169.41,10.0,169.41,152.47,59.05
100194,2023-12-30,Home & Kitchen,Vacuum Cleaner,North,Online,Cash,1,10007.59,15.0,10007.59,8506.45,2077.65
101754,2023-05-23,Electronics,Bluetooth Speaker,North,Online,Debit Card,1,24299.58,15.0,24299.58,20654.64,5604.43
105931,2024-09-20,Apparel,Sneakers,South,Online,UPI,2,1771.21,0.0,3542.42,3542.42,1007.39
102394,2024-02-19,Groceries,Coffee Jar,North,Online,Net Banking,1,361.24,0.0,361.24,361.24,117.37
102990,2023-05-23,Home & Kitchen,Blender,West,In-Store,Net Banking,1,8078.78,0.0,8078.78,8078.78,3172.68
105637,2023-01-27,Home & Kitchen,Air Purifier,East,Online,Credit Card,3,5054.41,0.0,15163.23,15163.23,4314.68
111965,2024-11-02,Home & Kitchen,Blender,West,In-Store,Credit Card,1,3145.82,20.0,3145.82,2516.66,692.38
102613,2023-07-10,Home & Kitchen,Cookware Set,West,Online,UPI,1,868.8,15.0,868.8,738.48,76.76
109117,2024-01-12,Apparel,T-Shirt,North,Marketplace,Debit Card,1,518.08,5.0,518.08,492.18,147.8
104369,2023-12-02,Electronics,Headphones,North,Marketplace,UPI,1,28511.63,20.0,45618.61,36494.89,6835.57
109955,2023-12-29,Beauty,Lipstick,East,In-Store,Cash,1,2187.19,0.0,2187.19,2187.19,767.11
101596,2024-04-10,electronics,Smartwatch,South,Online,UPI,1,44449.98,0.0,44449.98,44449.98,11304.79
102720,2024-10-06,Electronics,Laptop,East,Online,Debit Card,4,34367.88,0.0,219954.43,219954.43,79540.78
104332,2024-05-15,Apparel,T-Shirt,East,In-Store,Net Banking,2,2412.84,5.0,4825.68,4584.4,1105.99
105316,2024-10-21,Beauty,Sunscreen,North,Marketplace,UPI,1,1890.67,5.0,1890.67,1796.14,524.0
110341,2023-05-27,Apparel,T-Shirt,South,Online,Net Banking,1,1499.77,10.0,1499.77,1349.79,216.44
104974,2023-09-29,Apparel,Sneakers,South,Online,UPI,1,2211.3,25.0,2211.3,1658.48,318.04
110538,2023-07-13,Electronics,Bluetooth Speaker,North,Online,Cash,1,25071.93,10.0,25071.93,22564.74,4472.72
104247,2023-11-21,Electronics,Smartphone,West,In-Store,UPI,1,41941.17,0.0,67105.87,67105.87,17373.1
111768,2024-06-08,Home & Kitchen,Table Lamp,East,Marketplace,UPI,3,9167.97,20.0,27503.91,22003.13,1459.27
106713,2024-01-27,Apparel,Jacket,West,In-Store,Cash,1,3213.96,15.0,3213.96,2731.87,316.8
102904,2024-02-22,Electronics,Smartwatch,West,Online,Cash,4,5189.73,0.0,20758.92,20758.92,8272.99
108507,2023-02-04,Apparel,Jeans,East,Marketplace,Cash,1,895.88,0.0,895.88,895.88,222.39
104275,2024-06-17,Electronics,Smartphone,North,Online,Cash,2,28289.75,0.0,56579.5,56579.5,23849.44
107744,2024-12-06,Beauty,Sunscreen,West,Online,Credit Card,1,2257.67,5.0,2257.67,2144.79,802.12
102978,2023-09-16,Electronics,Laptop,East,In-Store,Cash,1,40380.24,0.0,40380.24,40380.24,14797.86
106924,2023-12-12,Electronics,Laptop,West,In-Store,Credit Card,1,23176.64,15.0,37082.62,31520.23,6342.16
102820,2024-01-31,Beauty,Sunscreen,South,Online,Net Banking,1,919.65,0.0,919.65,919.65,363.36
110786,2023-01-18,Groceries,Cooking Oil 1L,West,In-Store,Cash,1,150.36,0.0,150.36,150.36,47.53
100698,2024-09-02,Groceries,Rice 5kg,East,In-Store,Net Banking,1,527.06,0.0,527.06,527.06,186.34
105007,2023-08-26,Home & Kitchen,Vacuum Cleaner,South,In-Store,Debit Card,1,10286.56,0.0,10286.56,10286.56,2233.42
110205,2024-07-26,Home & Kitchen,Cookware Set,East,Online,Debit Card,3,10965.09,0.0,32895.27,32895.27,8464.3
109627,2023-02-09,Groceries,Rice 5kg,South,In-Store,,1,879.5,5.0,879.5,835.52,333.94
104488,2024-01-06,Electronics,Smartphone,North,Online,Net Banking,2,33033.82,0.0,66067.64,66067.64,29358.82
109611,2024-09-12,Groceries,Rice 5kg,North,Online,Credit Card,1,43.82,0.0,43.82,43.82,14.58
104614,2024-04-05,Beauty,Face Wash,East,In-Store,Credit Card,1,1961.93,5.0,2550.51,2422.98,633.64
101252,2024-05-31,Groceries,Snack Pack,South,Online,Net Banking,1,545.51,0.0,545.51,545.51,216.22
102703,2024-12-16,Electronics,Smartphone,,Online,Credit Card,1,3359.41,0.0,5375.06,5375.06,2242.65
111540,2023-05-14,Electronics,Smartwatch,North,Online,Cash,1,43517.15,0.0,43517.15,43517.15,13947.22
105025,2023-05-06,Apparel,Jeans,North,Marketplace,Net Banking,1,3177.3,0.0,3177.3,3177.3,1384.85
102169,2023-01-18,Electronics,Smartphone,North,Marketplace,UPI,1,27052.73,0.0,27052.73,27052.73,9976.62
111595,2024-11-13,Electronics,Smartwatch,North,In-Store,Cash,1,35165.36,0.0,56264.58,56264.58,11800.49
102979,2024-03-18,Groceries,Cooking Oil 1L,North,Online,Cash,2,828.1,15.0,1656.2,1407.77,413.2
104381,2024-04-27,Apparel,Sneakers,East,Online,Credit Card,1,3301.51,5.0,3301.51,3136.43,798.64
106726,2023-08-02,electronics,Smartphone,North,Online,UPI,1,32609.44,0.0,32609.44,32609.44,11797.58
108440,2024-10-05,Home & Kitchen,Cookware Set,East,Online,Cash,2,6406.3,0.0,12812.6,12812.6,2860.16
102231,2023-07-25,Electronics,Smartphone,South,In-Store,Cash,1,21180.36,0.0,21180.36,21180.36,7381.52
102383,2023-10-13,Apparel,Cap,East,In-Store,Cash,1,1604.41,0.0,2567.06,2567.06,763.04
110107,2024-12-11,Electronics,Smartwatch,West,Marketplace,Credit Card,1,4776.99,0.0,7643.18,7643.18,2229.18
105767,2023-07-21,Home & Kitchen,Blender,North,Online,Net Banking,1,6029.51,0.0,6029.51,6029.51,2412.87
101045,2024-02-08,Apparel,T-Shirt,West,Online,Cash,1,2045.74,0.0,2045.74,2045.74,720.84
111947,2024-10-14,Beauty,Sunscreen,South,Online,Net Banking,1,1440.02,5.0,1440.02,1368.02,228.11
104655,2023-07-25,Groceries,Tea Box,North,Online,Net Banking,2,281.65,15.0,563.3,478.8,82.13
100514,2024-05-24,Apparel,T-Shirt,South,Online,UPI,4,1658.65,5.0,6634.6,6302.87,2058.08
102590,2024-01-25,Groceries,Snack Pack,South,In-Store,Cash,1,379.4,0.0,379.4,379.4,134.13
103363,2023-05-11,Apparel,Sneakers,North,In-Store,Credit Card,2,962.97,0.0,1925.94,1925.94,798.87
103158,2023-10-01,Beauty,Sunscreen,North,Online,Cash,2,1262.52,0.0,2525.04,2525.04,935.56
108733,2024-01-05,Apparel,T-Shirt,East,Marketplace,Debit Card,2,1411.02,0.0,2822.04,2822.04,591.74
107109,2023-09-04,Groceries,Rice 5kg,South,Online,Cash,1,346.39,0.0,346.39,346.39,117.7
103456,2024-06-24,Apparel,Jacket,West,Online,Cash,1,1791.81,0.0,1791.81,1791.81,785.37
110249,2024-08-02,Electronics,Smartwatch,South,Online,Credit Card,1,32373.04,0.0,32373.04,32373.04,7568.68
105144,2023-05-13,Electronics,Headphones,North,In-Store,Debit Card,1,8109.44,0.0,8109.44,8109.44,3426.15
100255,2023-11-19,Home & Kitchen,Table Lamp,West,Marketplace,Credit Card,1,4799.48,5.0,4799.48,4559.51,1381.7
109728,2023-02-01,Groceries,Cooking Oil 1L,West,Online,UPI,1,829.06,0.0,829.06,829.06,190.73
110433,2024-03-12,Apparel,Sneakers,South,In-Store,Cash,2,559.64,0.0,1119.28,1119.28,395.27
106574,2024-02-09,Groceries,Rice 5kg,East,In-Store,Credit Card,1,258.82,0.0,258.82,258.82,97.16
106837,2023-01-17,Home & Kitchen,Table Lamp,West,Online,Net Banking,1,6355.66,0.0,6355.66,6355.66,2102.03
107380,2024-02-03,Apparel,Sneakers,,In-Store,Net Banking,2,2010.41,0.0,4020.82,4020.82,1601.11
109928,2024-02-21,Groceries,Cooking Oil 1L,South,Online,UPI,2,135.33,0.0,270.66,270.66,87.95
108528,2023-09-21,Groceries,Rice 5kg,North,Marketplace,UPI,2,414.92,15.0,829.84,705.36,126.04
101055,2023-08-26,Beauty,Sunscreen,South,Marketplace,UPI,1,281.43,0.0,281.43,281.43,63.91
101741,2024-09-16,Electronics,Bluetooth Speaker,South,In-Store,Credit Card,1,22559.96,0.0,22559.96,22559.96,7320.1
109118,2024-04-09,Electronics,Smartphone,West,Marketplace,Cash,2,21102.93,5.0,42205.86,40095.57,8341.18
107358,2024-09-01,Home & Kitchen,Vacuum Cleaner,West,Online,Credit Card,2,7129.01,0.0,14258.02,14258.02,4063.25
103389,2024-10-04,Apparel,Jacket,North,Online,UPI,2,2534.48,0.0,8110.34,8110.34,1760.33
102368,2023-04-19,Groceries,Tea Box,West,Marketplace,Debit Card,1,239.73,0.0,239.73,239.73,98.21
103242,2023-07-26,Home & Kitchen,Vacuum Cleaner,North,In-Store,Debit Card,1,7709.04,10.0,7709.04,6938.14,1117.21
111718,2024-01-18,Apparel,Jacket,West,In-Store,Debit Card,2,2371.21,0.0,4742.42,4742.42,1452.76
106225,2024-08-05,Home & Kitchen,Table Lamp,North,In-Store,Credit Card,2,9834.1,20.0,19668.2,15734.56,3677.81
108330,2023-08-18,Apparel,Sneakers,West,Online,Net Banking,1,397.31,0.0,397.31,397.31,159.67
104523,2024-02-21,Beauty,Face Wash,South,In-Store,UPI,1,798.75,0.0,798.75,798.75,292.09
111835,2024-05-16,Home & Kitchen,Air Purifier,North,In-Store,UPI,1,962.62,0.0,962.62,962.62,401.48
107760,2024-11-01,Groceries,Snack Pack,North,In-Store,Credit Card,2,865.63,10.0,1731.26,1558.13,412.95
110574,2023-06-10,Groceries,Coffee Jar,,In-Store,Cash,1,835.42,5.0,835.42,793.65,137.35
111940,2023-06-22,Home & Kitchen,Table Lamp,South,In-Store,UPI,2,3357.29,5.0,6714.58,6378.85,1295.24
103243,2023-11-23,Electronics,Smartwatch,East,Online,Net Banking,1,22186.85,15.0,35498.96,30174.12,4686.0
110335,2023-12-14,Beauty,Shampoo,North,Online,,1,2491.22,0.0,2491.22,2491.22,513.86
107425,2023-10-25,Home & Kitchen,Air Purifier,East,Online,Net Banking,1,3381.81,5.0,3381.81,3212.72,512.68
110176,2023-03-22,Home & Kitchen,Table Lamp,East,Online,Cash,1,8337.65,0.0,8337.65,8337.65,3710.18
101863,2023-09-04,Home & Kitchen,Table Lamp,East,Online,Cash,2,6375.41,5.0,12750.82,12113.28,4203.73
103698,2023-06-28,Groceries,Cooking Oil 1L,South,Marketplace,Cash,1,851.53,0.0,851.53,851.53,258.21
105128,2023-09-26,Groceries,Cooking Oil 1L,West,Online,Cash,2,329.51,0.0,659.02,659.02,203.64
102540,2023-07-13,Electronics,Bluetooth Speaker,West,In-Store,Cash,4,12799.77,0.0,51199.08,51199.08,18209.27
103866,2023-09-05,Apparel,T-Shirt,East,Online,Net Banking,1,3017.63,5.0,3017.63,2866.75,1075.83
103057,2024-11-20,Beauty,Lipstick,South,Online,UPI,3,828.24,0.0,2484.72,2484.72,527.05
104927,2024-11-02,Groceries,Snack Pack,South,Marketplace,,1,881.47,15.0,881.47,749.25,206.1
108052,2023-11-11,Home & Kitchen,Table Lamp,North,In-Store,Debit Card,1,9773.98,5.0,9773.98,9285.28,3807.68
100678,2023-02-02,Home & Kitchen,Blender,South,Online,UPI,1,3749.14,5.0,3749.14,3561.68,952.69
103415,2023-12-22,Electronics,Headphones,West,Online,Debit Card,2,42305.7,0.0,135378.24,135378.24,39520.47
103918,2024-08-30,Apparel,Jeans,North,Online,Credit Card,2,1878.56,5.0,3757.12,3569.26,1367.56
108577,2024-03-14,Electronics,Bluetooth Speaker,West,Online,Credit Card,1,15570.69,0.0,15570.69,15570.69,3344.45
104382,2024-01-15,Electronics,Smartwatch,South,Online,Cash,1,10267.62,0.0,10267.62,10267.62,4508.06
104842,2024-01-20,Home & Kitchen,Cookware Set,East,Online,Credit Card,1,3293.41,0.0,3293.41,3293.41,733.08
105970,2024-07-12,Groceries,Rice 5kg,West,Online,Debit Card,2,875.79,10.0,1751.58,1576.42,261.8
108254,2023-01-24,Apparel,Cap,South,Online,Net Banking,2,3384.76,5.0,6769.52,6431.04,1639.01
105529,2023-02-26,Beauty,Lipstick,West,In-Store,Debit Card,1,1419.32,0.0,1419.32,1419.32,559.15
111292,2023-01-07,Groceries,Snack Pack,West,Online,Credit Card,2,686.91,0.0,1373.82,1373.82,381.68
110495,2024-03-11,Apparel,T-Shirt,West,In-Store,Net Banking,1,501.44,25.0,501.44,376.08,86.44
105098,2024-10-01,Groceries,Rice 5kg,West,Online,Cash,2,821.93,15.0,1643.86,1397.28,460.29
101812,2024-11-05,Apparel,T-Shirt,East,Marketplace,Debit Card,1,2823.95,15.0,4518.32,3840.57,1314.74
103649,2023-04-19,Electronics,Smartphone,West,Online,Net Banking,1,4394.28,25.0,4394.28,3295.71,349.47
105996,2024-05-29,Home & Kitchen,Vacuum Cleaner,West,Online,Debit Card,1,942.18,0.0,942.18,942.18,204.83
101258,2024-03-19,Groceries,Coffee Jar,West,Online,Cash,1,375.75,0.0,375.75,375.75,107.87
103436,2024-03-06,Beauty,Face Wash,West,Marketplace,Cash,1,677.32,0.0,677.32,677.32,140.88
108501,2023-08-05,Home & Kitchen,Table Lamp,South,Online,Cash,1,2499.94,0.0,2499.94,2499.94,963.2
100121,2024-11-23,Groceries,Tea Box,West,Online,Credit Card,1,416.54,10.0,416.54,374.89,89.51
101363,2023-09-07,groceries,Cooking Oil 1L,South,Online,Cash,1,309.23,0.0,309.23,309.23,136.27
102359,2024-08-31,Electronics,Smartphone,North,Online,UPI,1,15370.81,0.0,15370.81,15370.81,4840.26
103893,2024-01-25, Electronics ,Bluetooth Speaker,West,Online,Credit Card,2,42633.86,0.0,85267.72,85267.72,37206.22
102335,2024-01-01,Groceries,Rice 5kg,West,Online,Cash,1,579.87,0.0,579.87,579.87,134.89
100942,2024-02-26,Groceries,Cooking Oil 1L,South,Online,Credit Card,1,235.6,0.0,235.6,235.6,95.66
102549,2024-10-01,Electronics,Headphones,East,Marketplace,Debit Card,1,43133.46,0.0,69013.54,69013.54,28419.52
108310,2024-01-30,Electronics,Bluetooth Speaker,West,In-Store,Net Banking,1,3078.21,10.0,3078.21,2770.39,667.95
101059,2023-07-05,Apparel,Jeans,West,Online,UPI,1,1038.49,0.0,1038.49,1038.49,276.99
